State,District,Area,Candidate Name,Party,Votes,Winner,Featured,Result Final,Image URL,Slug,Total Counted Votes,Total Cast Votes,Result Status
Bagmati Province,Makwanpur,Area 1,Mahalakshmi Upadhyay (Dina),नेपाली काँग्रेस,14038,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341087.jpg,mahalakshmi-upadhyay-dina-a77,90725,0,RESULT_ANNOUNCED
Bagmati Province,Makwanpur,Area 1,Rameshwar Rana Magar,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),12783,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339717.jpg,rameshwar-rana-magar-a77,90725,0,RESULT_ANNOUNCED
Bagmati Province,Makwanpur,Area 2,Prashant Upreti,राष्ट्रिय स्वतन्त्र पार्टी,30050,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339629.jpg,prashant-upreti-a78,85619,0,RESULT_ANNOUNCED
Bagmati Province,Makwanpur,Area 2,Mahesh Kumar Bartaula,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),18846,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339753.jpg,mahesh-kumar-bartaula-a78,85619,0,RESULT_ANNOUNCED
Bagmati Province,Makwanpur,Area 2,Buddha Lama,नेपाली काँग्रेस,15056,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341127.jpg,buddha-lama-a78,85619,0,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 1,Hari Dhakal,राष्ट्रिय स्वतन्त्र पार्टी,58208,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341241.jpg,hari-dhakal-a91,91899,96154,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 1,Rajendra Prasad Burlakoti,नेपाली काँग्रेस,13033,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341664.jpg,rajendra-prasad-burlakoti-a91,91899,96154,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 1,Dawa Dorje Lama,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),10899,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339958.jpg,dawa-dorje-lama-a91,91899,96154,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 2,Rabi Lamichhane,राष्ट्रिय स्वतन्त्र पार्टी,54402,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340990.jpg,rabi-lamichhane-a92,84232,87221,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 2,Meena Kumari Kharel,नेपाली काँग्रेस,14564,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340504.jpg,meena-kumari-kharel-a92,84232,87221,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 2,Asmin Ghimire,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),6992,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339701.jpg,asmin-ghimire-a92,84232,87221,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 3,Sovita Gautam,राष्ट्रिय स्वतन्त्र पार्टी,59277,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341145.jpg,sovita-gautam-a93,96658,100053,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 3,Renu Dahal,नेपाली कम्युनिष्ट पार्टी,20615,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339835.jpg,renu-dahal-a93,96658,100053,RESULT_ANNOUNCED
Bagmati Province,Chitwan,Area 3,Tek Prasad Gurung,नेपाली काँग्रेस,8344,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340483.jpg,tek-prasad-gurung-a93,96658,100053,RESULT_ANNOUNCED
Gandaki Province,Gorkha,Area 1,Sudhan Gurung,राष्ट्रिय स्वतन्त्र पार्टी,29896,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340913.jpg,sudhan-gurung-a94,61390,0,RESULT_ANNOUNCED
Gandaki Province,Gorkha,Area 1,Prem Kumar Khatri,नेपाली काँग्रेस,15398,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340758.jpg,prem-kumar-khatri-a94,61390,0,RESULT_ANNOUNCED
Gandaki Province,Gorkha,Area 1,Hari Raj Adhikari,नेपाली कम्युनिष्ट पार्टी,11124,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339785.jpg,hari-raj-adhikari-a94,61390,0,RESULT_ANNOUNCED
Gandaki Province,Gorkha,Area 2,Kavindra Burlakoti,राष्ट्रिय स्वतन्त्र पार्टी,26660,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339991.jpg,kavindra-burlakoti-a95,54147,0,RESULT_ANNOUNCED
Gandaki Province,Gorkha,Area 2,Prakash Chandra Dawadi,नेपाली काँग्रेस,11700,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340687.jpg,prakash-chandra-dawadi-a95,54147,0,RESULT_ANNOUNCED
Gandaki Province,Gorkha,Area 2,Lekhnath Neupane,नेपाली कम्युनिष्ट पार्टी,11073,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340023.jpg,lekhnath-neupane-a95,54147,0,RESULT_ANNOUNCED
Gandaki Province,Manang,Area 1,Tek Bahadur Gurung,नेपाली काँग्रेस,2415,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339862.jpg,tek-bahadur-gurung-a96,0,3021,RESULT_ANNOUNCED
Gandaki Province,Manang,Area 1,Yashoda Gurung (Subedi),नेपाली कम्युनिष्ट पार्टी,454,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340431.jpg,yashoda-gurung-subedi-a96,0,3021,RESULT_ANNOUNCED
Gandaki Province,Manang,Area 1,Ram Bahadur Ghale,मंगोल नेशनल अर्गनाइजेसन,9,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339445.jpg,ram-bahadur-ghale-a96,0,3021,RESULT_ANNOUNCED
Gandaki Province,Lamjung,Area 1,Dharma Raj K.C,राष्ट्रिय स्वतन्त्र पार्टी,33898,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339858.jpg,dharma-raj-kc-a97,73010,0,RESULT_ANNOUNCED
Gandaki Province,Lamjung,Area 1,Prithvi Subba Gurung,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16876,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339921.jpg,prithvi-subba-gurung-a97,73010,0,RESULT_ANNOUNCED
Gandaki Province,Lamjung,Area 1,Gum Prasad Gurung,नेपाली काँग्रेस,16569,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340880.jpg,gum-prasad-gurung-a97,73010,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 1,Khadak Raj Poudel,राष्ट्रिय स्वतन्त्र पार्टी,39883,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339553.jpg,khadak-raj-poudel-a98,67410,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 1,Tilak Bahadur Ranabhat,नेपाली काँग्रेस,11214,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341055.jpg,tilak-bahadur-ranabhat-a98,67410,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 1,Bain Bahadur Chhetri (Adhikari),नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),10429,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340161.jpg,bain-bahadur-chhetri-adhikari-a98,67410,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 2,Uttam Prasad Poudel,राष्ट्रिय स्वतन्त्र पार्टी,31911,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339683.jpg,uttam-prasad-poudel-a99,50675,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 2,Rashmi Acharya,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),7493,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339977.jpg,rashmi-acharya-a99,50675,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 2,Madhav Prasad Banstola,नेपाली काँग्रेस,6500,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340510.jpg,madhav-prasad-banstola-a99,50675,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 3,Bina Gurung,राष्ट्रिय स्वतन्त्र पार्टी,37750,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339651.jpg,bina-gurung-a100,62649,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 3,Manoj Gurung,नेपाली काँग्रेस,12780,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341174.jpg,manoj-gurung-a100,62649,0,RESULT_ANNOUNCED
Gandaki Province,Kaski,Area 3,Damodar Poudel Bairagi,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),7906,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340052.jpg,damodar-poudel-bairagi-a100,62649,0,RESULT_ANNOUNCED
Gandaki Province,Tanahun,Area 1,Swarnim Wagle,राष्ट्रिय स्वतन्त्र पार्टी,38040,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340905.jpg,swarnim-wagle-a101,65419,0,RESULT_ANNOUNCED
Gandaki Province,Tanahun,Area 1,Govinda Bhattarai,नेपाली काँग्रेस,16231,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341255.jpg,govinda-bhattarai-a101,65419,0,RESULT_ANNOUNCED
Gandaki Province,Tanahun,Area 1,Bhagwati Neupane,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),5830,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340626.jpg,bhagwati-neupane-a101,65419,0,RESULT_ANNOUNCED
Gandaki Province,Tanahun,Area 2,Shriram Neupane,राष्ट्रिय स्वतन्त्र पार्टी,32687,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341124.jpg,shriram-neupane-a102,62579,0,RESULT_ANNOUNCED
Gandaki Province,Tanahun,Area 2,Shankar Bhandari,नेपाली काँग्रेस,14135,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341920.jpg,shankar-bhandari-a102,62579,0,RESULT_ANNOUNCED
Gandaki Province,Tanahun,Area 2,Kedar Sigdel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11668,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340267.jpg,kedar-sigdel-a102,62579,0,RESULT_ANNOUNCED
Gandaki Province,Syangja,Area 1,Dhananjay Regmi,राष्ट्रिय स्वतन्त्र पार्टी,29071,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339751.jpg,dhananjay-regmi-a103,68036,0,RESULT_ANNOUNCED
Gandaki Province,Syangja,Area 1,Bharat Raj Dhakal,नेपाली काँग्रेस,18857,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340298.jpg,bharat-raj-dhakal-a103,68036,0,RESULT_ANNOUNCED
Gandaki Province,Syangja,Area 1,Min Prasad Gurung,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16804,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340156.jpg,min-prasad-gurung-a103,68036,0,RESULT_ANNOUNCED
Gandaki Province,Syangja,Area 2,Jhavi Lal Dumre,राष्ट्रिय स्वतन्त्र पार्टी,25354,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341404.jpg,jhavi-lal-dumre-a104,62266,0,RESULT_ANNOUNCED
Gandaki Province,Syangja,Area 2,Bhagwat Prakash Malla,नेपाली काँग्रेस,20830,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339732.jpg,bhagwat-prakash-malla-a104,62266,0,RESULT_ANNOUNCED
Gandaki Province,Syangja,Area 2,Khim Bahadur Thapa,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),14108,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340887.jpg,khim-bahadur-thapa-a104,62266,0,RESULT_ANNOUNCED
Gandaki Province,Nawalparasi (East of Bardaghat Susta),Area 1,Rajan Gautam,राष्ट्रिय स्वतन्त्र पार्टी,50945,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340220.jpg,rajan-gautam-a110,81558,0,RESULT_ANNOUNCED
Gandaki Province,Nawalparasi (East of Bardaghat Susta),Area 1,Bal Krishna Ghimire,नेपाली काँग्रेस,16293,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341600.jpg,bal-krishna-ghimire-a110,81558,0,RESULT_ANNOUNCED
Gandaki Province,Nawalparasi (East of Bardaghat Susta),Area 1,Bhagirath Sapkota,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),9131,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340704.jpg,bhagirath-sapkota-a110,81558,0,RESULT_ANNOUNCED
Gandaki Province,Nawalparasi (East of Bardaghat Susta),Area 2,Manish Khanal,राष्ट्रिय स्वतन्त्र पार्टी,41347,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340347.jpg,manish-khanal-a111,76230,0,RESULT_ANNOUNCED
Gandaki Province,Nawalparasi (East of Bardaghat Susta),Area 2,Til Bahadur Mahat Chhetri,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15755,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341567.jpg,til-bahadur-mahat-chhetri-a111,76230,0,RESULT_ANNOUNCED
Gandaki Province,Nawalparasi (East of Bardaghat Susta),Area 2,Om Bahadur Gharti,नेपाली काँग्रेस,14713,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341839.jpg,om-bahadur-gharti-a111,76230,0,RESULT_ANNOUNCED
Gandaki Province,Mustang,Area 1,Yogesh Gauchan Thakali,नेपाली काँग्रेस,3307,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342128.jpg,yogesh-gauchan-thakali-a120,6397,6397,RESULT_ANNOUNCED
Gandaki Province,Mustang,Area 1,Indra Dhara Dadu Bista,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),1806,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339737.jpg,indra-dhara-dadu-bista-a120,6397,6397,RESULT_ANNOUNCED
Gandaki Province,Mustang,Area 1,Aditiyya Chandra Thakali,राष्ट्रिय स्वतन्त्र पार्टी,759,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342245.jpg,aditiyya-chandra-thakali-a120,6397,6397,RESULT_ANNOUNCED
Gandaki Province,Myagdi,Area 1,Mahabir Pun,स्वतन्त्र,22850,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339417.jpg,mahabir-pun-a121,43160,0,RESULT_ANNOUNCED
Gandaki Province,Myagdi,Area 1,Harikrishna Shrestha,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),7919,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339939.jpg,harikrishna-shrestha-a121,43160,0,RESULT_ANNOUNCED
Gandaki Province,Myagdi,Area 1,Karna Bahadur Bhandari,नेपाली काँग्रेस,6676,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339689.jpg,karna-bahadur-bhandari-a121,43160,0,RESULT_ANNOUNCED
Gandaki Province,Baglung,Area 1,Sushil Khadka,राष्ट्रिय स्वतन्त्र पार्टी,20927,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339959.jpg,sushil-khadka-a122,47061,0,RESULT_ANNOUNCED
Gandaki Province,Baglung,Area 1,Bhim Bahadur Shris Rana,नेपाली काँग्रेस,11944,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340345.jpg,bhim-bahadur-shris-rana-a122,47061,0,RESULT_ANNOUNCED
Gandaki Province,Baglung,Area 1,Hira Bahadur Khatri,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),8640,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340240.jpg,hira-bahadur-khatri-a122,47061,0,RESULT_ANNOUNCED
Gandaki Province,Baglung,Area 2,Som Sharma,राष्ट्रिय स्वतन्त्र पार्टी,12647,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342039.jpg,som-sharma-a123,44626,0,RESULT_ANNOUNCED
Gandaki Province,Baglung,Area 2,Tek Raj Poudel,नेपाली काँग्रेस,11868,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341354.jpg,tek-raj-poudel-a123,44626,0,RESULT_ANNOUNCED
Gandaki Province,Baglung,Area 2,Gyamnath Gaire,नेपाली कम्युनिष्ट पार्टी,10709,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340813.jpg,gyamnath-gaire-a123,44626,0,RESULT_ANNOUNCED
Gandaki Province,Parbat,Area 1,Sagar Bhusal,राष्ट्रिय स्वतन्त्र पार्टी,26561,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341279.jpg,sagar-bhusal-a124,63203,0,RESULT_ANNOUNCED
Gandaki Province,Parbat,Area 1,Arjun Prasad Joshi,नेपाली काँग्रेस,15954,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340090.jpg,arjun-prasad-joshi-a124,63203,0,RESULT_ANNOUNCED
Gandaki Province,Parbat,Area 1,Padam Giri,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15075,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339915.jpg,padam-giri-a124,63203,0,RESULT_ANNOUNCED
Lumbini Province,Gulmi,Area 1,Sagar Dhakal,राष्ट्रिय स्वतन्त्र पार्टी,29642,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341377.jpg,sagar-dhakal-a105,62880,0,RESULT_ANNOUNCED
Lumbini Province,Gulmi,Area 1,Pradeep Kumar Gyawali,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15181,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340067.jpg,pradeep-kumar-gyawali-a105,62880,0,RESULT_ANNOUNCED
Lumbini Province,Gulmi,Area 1,Chandrakant Bhandari,नेपाली काँग्रेस,13505,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339864.jpg,chandrakant-bhandari-a105,62880,0,RESULT_ANNOUNCED
Lumbini Province,Gulmi,Area 2,Govinda Panthi,राष्ट्रिय स्वतन्त्र पार्टी,16967,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341282.jpg,govinda-panthi-a106,51944,0,RESULT_ANNOUNCED
Lumbini Province,Gulmi,Area 2,Gokarna Raj Bista,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16406,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340185.jpg,gokarna-raj-bista-a106,51944,0,RESULT_ANNOUNCED
Lumbini Province,Gulmi,Area 2,Bhuvan Prasad Shrestha,नेपाली काँग्रेस,14434,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340000.jpg,bhuvan-prasad-shrestha-a106,51944,0,RESULT_ANNOUNCED
Lumbini Province,Palpa,Area 1,Sandeep Rana,नेपाली काँग्रेस,18336,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341027.jpg,sandeep-rana-a107,51824,0,RESULT_ANNOUNCED
Lumbini Province,Palpa,Area 1,Narayan Prasad Acharya,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16819,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340207.jpg,narayan-prasad-acharya-a107,51824,0,RESULT_ANNOUNCED
Lumbini Province,Palpa,Area 1,Bimal Pant,राष्ट्रिय स्वतन्त्र पार्टी,14333,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341313.jpg,bimal-pant-a107,51824,0,RESULT_ANNOUNCED
Lumbini Province,Palpa,Area 2,Madhav Bahadur Thapa,राष्ट्रिय स्वतन्त्र पार्टी,26736,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341329.jpg,madhav-bahadur-thapa-a108,58140,0,RESULT_ANNOUNCED
Lumbini Province,Palpa,Area 2,Himal Dutt Shrestha,नेपाली काँग्रेस,12992,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340340.jpg,himal-dutt-shrestha-a108,58140,0,RESULT_ANNOUNCED
Lumbini Province,Palpa,Area 2,Thakur Prasad Gaire,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),10503,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339322.jpg,thakur-prasad-gaire-a108,58140,0,RESULT_ANNOUNCED
Lumbini Province,Arghakhanchi,Area 1,Hari Prasad Bhusal,राष्ट्रिय स्वतन्त्र पार्टी,35023,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339640.jpg,hari-prasad-bhusal-a109,83306,87477,RESULT_ANNOUNCED
Lumbini Province,Arghakhanchi,Area 1,Pitambar Bhusal,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),22649,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340014.jpg,pitambar-bhusal-a109,83306,87477,RESULT_ANNOUNCED
Lumbini Province,Arghakhanchi,Area 1,Vishnu Prasad Khanal,नेपाली काँग्रेस,18983,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341773.jpg,vishnu-prasad-khanal-a109,83306,87477,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 1,Sunil Lamsal,राष्ट्रिय स्वतन्त्र पार्टी,54845,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340189.jpg,sunil-lamsal-a112,92000,97211,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 1,Hira Bahadur Khatri,नेपाली काँग्रेस,11982,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341284.jpg,hira-bahadur-khatri-a112,92000,97211,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 1,Prajwal Bohra,राष्ट्रिय प्रजातन्त्र पार्टी,8301,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339983.jpg,prajwal-bohra-a112,92000,97211,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 2,Sulabh Kharel,राष्ट्रिय स्वतन्त्र पार्टी,56550,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341184.jpg,sulabh-kharel-a113,84013,86715,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 2,Vishnu Prasad Poudel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),12861,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340782.jpg,vishnu-prasad-poudel-a113,84013,86715,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 2,Chunna Prasad Sharma,नेपाली काँग्रेस,9392,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340486.jpg,chunna-prasad-sharma-a113,84013,86715,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 3,Dr. Lekhjung Thapa,राष्ट्रिय स्वतन्त्र पार्टी,58814,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339605.jpg,dr-lekhjung-thapa-a114,89414,97383,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 3,Sushil Gurung,नेपाली काँग्रेस,8435,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340885.jpg,sushil-gurung-a114,89414,97383,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 3,Basu Dev Ghimire,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),8275,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339880.jpg,basu-dev-ghimire-a114,89414,97383,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 4,Kanhaiya Baniya,राष्ट्रिय स्वतन्त्र पार्टी,28066,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342471.jpg,kanhaiya-baniya-a115,72038,76812,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 4,Pramod Kumar Yadav,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),20262,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341739.jpg,pramod-kumar-yadav-a115,72038,76812,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 4,Ashutosh Mishra,नेपाली काँग्रेस,15613,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341570.jpg,ashutosh-mishra-a115,72038,76812,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 5,Taufiq Ahmad Khan,राष्ट्रिय स्वतन्त्र पार्टी,38806,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341416.jpg,taufiq-ahmad-khan-a116,78825,0,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 5,Khim Lal Bhattarai,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),13100,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341218.jpg,khim-lal-bhattarai-a116,78825,0,RESULT_ANNOUNCED
Lumbini Province,Rupandehi,Area 5,Bharat Kumar Shah,नेपाली काँग्रेस,12624,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340937.jpg,bharat-kumar-shah-a116,78825,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 1,Mohan Lal Acharya,राष्ट्रिय स्वतन्त्र पार्टी,34148,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341902.jpg,mohan-lal-acharya-a117,85161,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 1,Ashish Sharma,स्वतन्त्र,15860,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340638.jpg,ashish-sharma-a117,85161,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 1,Athar Kamal Muslim,नेपाली काँग्रेस,14582,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341670.jpg,athar-kamal-muslim-a117,85161,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 2,Bikram Thapa,राष्ट्रिय स्वतन्त्र पार्टी,27635,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341561.jpg,bikram-thapa-a118,80075,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 2,Surendra Raj Acharya,नेपाली काँग्रेस,21527,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340820.jpg,surendra-raj-acharya-a118,80075,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 2,Brijesh Kumar Gupta,नेपाली कम्युनिष्ट पार्टी,20482,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339730.jpg,brijesh-kumar-gupta-a118,80075,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 3,Abhishek Pratap Shah,नेपाली काँग्रेस,23535,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341266.jpg,abhishek-pratap-shah-a119,69184,0,RESULT_ANNOUNCED
