State,District,Area,Candidate Name,Party,Votes,Winner,Featured,Result Final,Image URL,Slug,Total Counted Votes,Total Cast Votes,Result Status
Madhesh Province,Bara,Area 2,Ramkishor Prasad Yadav,"जनता समाजवादी पार्टी, नेपाल",14196,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340715.jpg,ramkishor-prasad-yadav-a84,72761,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 2,Bhaiyaram Prasad Yadav,नेपाली काँग्रेस,11837,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340836.jpg,bhaiyaram-prasad-yadav-a84,72761,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 3,Arabind Shah,राष्ट्रिय स्वतन्त्र पार्टी,40697,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340776.jpg,arabind-shah-a85,71205,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 3,Farmullah Mansoor,नेपाली काँग्रेस,10052,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339741.jpg,farmullah-mansoor-a85,71205,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 3,Rambabu Kumar Yadav,"जनता समाजवादी पार्टी, नेपाल",6884,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340640.jpg,rambabu-kumar-yadav-a85,71205,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 4,Rahwar Ansari,राष्ट्रिय स्वतन्त्र पार्टी,41200,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341514.jpg,rahwar-ansari-a86,74637,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 4,Krishna Kumar Shrestha,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11639,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340034.jpg,krishna-kumar-shrestha-a86,74637,0,RESULT_ANNOUNCED
Madhesh Province,Bara,Area 4,Sanju Shah Kanu,"जनता समाजवादी पार्टी, नेपाल",7593,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342094.jpg,sanju-shah-kanu-a86,74637,0,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 1,Buddhi Prasad Pant,राष्ट्रिय स्वतन्त्र पार्टी,27274,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340884.jpg,buddhi-prasad-pant-a87,57225,61850,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 1,Pradeep Yadav,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),13030,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340046.jpg,pradeep-yadav-a87,57225,61850,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 1,Anil Kumar Ruganta,नेपाली काँग्रेस,11885,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341019.jpg,anil-kumar-ruganta-a87,57225,61850,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 2,Sushil Kumar Kanu,राष्ट्रिय स्वतन्त्र पार्टी,30740,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340881.jpg,sushil-kumar-kanu-a88,61310,61828,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 2,Ajay Kumar Chaurasiya,नेपाली काँग्रेस,11890,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341532.jpg,ajay-kumar-chaurasiya-a88,61310,61828,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 2,Rima Kumari Yadav,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11605,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340311.jpg,rima-kumari-yadav-a88,61310,61828,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 3,Ramakant Prasad Chaurasiya,राष्ट्रिय स्वतन्त्र पार्टी,29679,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340309.jpg,ramakant-prasad-chaurasiya-a89,62383,53098,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 3,Surendra Prasad Chaudhary,नेपाली काँग्रेस,16366,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342129.jpg,surendra-prasad-chaudhary-a89,62383,53098,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 3,Rupesh Kumar Pandey,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11914,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340588.jpg,rupesh-kumar-pandey-a89,62383,53098,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 4,Tek Bahadur Shakya,राष्ट्रिय स्वतन्त्र पार्टी,28006,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342274.jpg,tek-bahadur-shakya-a90,61848,61888,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 4,Ramesh Rijal,नेपाली काँग्रेस,12534,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341102.jpg,ramesh-rijal-a90,61848,61888,RESULT_ANNOUNCED
Madhesh Province,Parsa,Area 4,Zalim Miya Mansuri,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),12145,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339906.jpg,zalim-miya-mansuri-a90,61848,61888,RESULT_ANNOUNCED
Bagmati Province,Dolakha,Area 1,Jagdish Kharel,राष्ट्रिय स्वतन्त्र पार्टी,32376,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339522.jpg,jagdish-kharel-a37,79815,0,RESULT_ANNOUNCED
Bagmati Province,Dolakha,Area 1,Parbat Gurung,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),17449,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339643.jpg,parbat-gurung-a37,79815,0,RESULT_ANNOUNCED
Bagmati Province,Dolakha,Area 1,Bishal Khadka,नेपाली कम्युनिष्ट पार्टी,13065,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340303.jpg,bishal-khadka-a37,79815,0,RESULT_ANNOUNCED
Bagmati Province,Ramechhap,Area 1,Krishna Hari Budhathoki,राष्ट्रिय स्वतन्त्र पार्टी,24808,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340091.jpg,krishna-hari-budhathoki-a38,81994,0,RESULT_ANNOUNCED
Bagmati Province,Ramechhap,Area 1,Madhav Prasad Dhungel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),17609,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340239.jpg,madhav-prasad-dhungel-a38,81994,0,RESULT_ANNOUNCED
Bagmati Province,Ramechhap,Area 1,Ram Chandra Khadka,नेपाली काँग्रेस,16307,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341939.jpg,ram-chandra-khadka-a38,81994,0,RESULT_ANNOUNCED
Bagmati Province,Sindhuli,Area 1,Dhanendra Karki,राष्ट्रिय स्वतन्त्र पार्टी,16659,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340281.jpg,dhanendra-karki-a39,57280,0,RESULT_ANNOUNCED
Bagmati Province,Sindhuli,Area 1,Pradeep Kumar Katuwal Chhetri (KC),नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15875,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340576.jpg,pradeep-kumar-katuwal-chhetri-kc-a39,57280,0,RESULT_ANNOUNCED
Bagmati Province,Sindhuli,Area 1,Ujjwal Prasad Baral,नेपाली काँग्रेस,15570,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341357.jpg,ujjwal-prasad-baral-a39,57280,0,RESULT_ANNOUNCED
Bagmati Province,Sindhuli,Area 2,Ashish Gajurel,राष्ट्रिय स्वतन्त्र पार्टी,17940,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340203.jpg,ashish-gajurel-a40,53661,0,RESULT_ANNOUNCED
Bagmati Province,Sindhuli,Area 2,Lekh Nath Dahal,नेपाली कम्युनिष्ट पार्टी,14780,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340409.jpg,lekh-nath-dahal-a40,53661,0,RESULT_ANNOUNCED
Bagmati Province,Sindhuli,Area 2,Manoj Jung Thapa,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11606,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340515.jpg,manoj-jung-thapa-a40,53661,0,RESULT_ANNOUNCED
Bagmati Province,Rasuwa,Area 1,Mohan Acharya,नेपाली काँग्रेस,10656,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340518.jpg,mohan-acharya-a53,23941,0,RESULT_ANNOUNCED
Bagmati Province,Rasuwa,Area 1,Basanta Bhatt,राष्ट्रिय स्वतन्त्र पार्टी,5571,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339492.jpg,basanta-bhatt-a53,23941,0,RESULT_ANNOUNCED
Bagmati Province,Rasuwa,Area 1,Prem Bahadur Tamang,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),4688,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341095.jpg,prem-bahadur-tamang-a53,23941,0,RESULT_ANNOUNCED
Bagmati Province,Dhading,Area 1,Asika Tamang,राष्ट्रिय स्वतन्त्र पार्टी,39128,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342066.jpg,asika-tamang-a54,80841,0,RESULT_ANNOUNCED
Bagmati Province,Dhading,Area 1,Bhumi Prasad Tripathi,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15032,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340810.jpg,bhumi-prasad-tripathi-a54,80841,0,RESULT_ANNOUNCED
Bagmati Province,Dhading,Area 1,Rajendra Prasad Pandey,नेपाली कम्युनिष्ट पार्टी,14709,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340320.jpg,rajendra-prasad-pandey-a54,80841,0,RESULT_ANNOUNCED
Bagmati Province,Dhading,Area 2,Bodh Narayan Shrestha,राष्ट्रिय स्वतन्त्र पार्टी,26145,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340512.jpg,bodh-narayan-shrestha-a55,69751,0,RESULT_ANNOUNCED
Bagmati Province,Dhading,Area 2,Ramesh Prasad Dhamla,नेपाली काँग्रेस,20279,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340121.jpg,ramesh-prasad-dhamla-a55,69751,0,RESULT_ANNOUNCED
Bagmati Province,Dhading,Area 2,Dhan Bahadur Ghale,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),10084,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340205.jpg,dhan-bahadur-ghale-a55,69751,0,RESULT_ANNOUNCED
Bagmati Province,Nuwakot,Area 1,Bikram Timilsina,राष्ट्रिय स्वतन्त्र पार्टी,22609,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340093.jpg,bikram-timilsina-a56,67280,0,RESULT_ANNOUNCED
Bagmati Province,Nuwakot,Area 1,Prakash Sharan Mahat,नेपाली काँग्रेस,18597,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341419.jpg,prakash-sharan-mahat-a56,67280,0,RESULT_ANNOUNCED
Bagmati Province,Nuwakot,Area 1,Hita Bahadur Tamang,नेपाली कम्युनिष्ट पार्टी,13377,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340293.jpg,hita-bahadur-tamang-a56,67280,0,RESULT_ANNOUNCED
Bagmati Province,Nuwakot,Area 2,Achuttam Lamichhane,राष्ट्रिय स्वतन्त्र पार्टी,32054,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341708.jpg,achuttam-lamichhane-a57,57299,0,RESULT_ANNOUNCED
Bagmati Province,Nuwakot,Area 2,Jagadishwar Narasimha K.C.,नेपाली काँग्रेस,15503,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340902.jpg,jagadishwar-narasimha-kc-a57,57299,0,RESULT_ANNOUNCED
Bagmati Province,Nuwakot,Area 2,Keshav Raj Pandey,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),8285,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340613.jpg,keshav-raj-pandey-a57,57299,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 1,Ranju Neupane,राष्ट्रिय स्वतन्त्र पार्टी,15455,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340716.jpg,ranju-neupane-a58,29774,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 1,Prabal Thapa Chhetri,नेपाली काँग्रेस,6364,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342172.jpg,prabal-thapa-chhetri-a58,29774,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 1,Rabindra Mishra,राष्ट्रिय प्रजातन्त्र पार्टी,3972,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339576.jpg,rabindra-mishra-a58,29774,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 2,Sunil K.C.,राष्ट्रिय स्वतन्त्र पार्टी,34238,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341881.jpg,sunil-kc-a59,57015,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 2,Kabir Sharma,नेपाली काँग्रेस,8874,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341940.jpg,kabir-sharma-a59,57015,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 2,Kunti Devi Pokharel (Upadhaya),राष्ट्रिय प्रजातन्त्र पार्टी,5210,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339804.jpg,kunti-devi-pokharel-upadhaya-a59,57015,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 3,Raju Nath Pandey,राष्ट्रिय स्वतन्त्र पार्टी,18757,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339690.jpg,raju-nath-pandey-a60,26022,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 3,Kulman Ghising,उज्यालो नेपाल पार्टी,11171,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340200.jpg,kulman-ghising-a60,26022,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 3,Ramesh Aryal,नेपाली काँग्रेस,6000,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341618.jpg,ramesh-aryal-a60,26022,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 4,Pukar Bam,राष्ट्रिय स्वतन्त्र पार्टी,29142,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340660.jpg,pukar-bam-a61,48689,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 4,Sachin Timalsena,नेपाली काँग्रेस,8824,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341929.jpg,sachin-timalsena-a61,48689,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 4,Rajan Bhattarai,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),5733,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341885.jpg,rajan-bhattarai-a61,48689,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 5,Sasmeet Pokharel,राष्ट्रिय स्वतन्त्र पार्टी,30737,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340670.jpg,sasmeet-pokharel-a62,50203,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 5,Pradeep Paudel,नेपाली काँग्रेस,9159,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340646.jpg,pradeep-paudel-a62,50203,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 5,Ishwar Pokharel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),4701,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340085.jpg,ishwar-pokharel-a62,50203,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 6,Shishir Khanal,राष्ट्रिय स्वतन्त्र पार्टी,27719,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342290.jpg,shishir-khanal-a63,42634,43961,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 6,Krishna Baniya Kshetri,नेपाली काँग्रेस,6647,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341403.jpg,krishna-baniya-kshetri-a63,42634,43961,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 6,Aman Kumar Maskey,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),4373,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341299.jpg,aman-kumar-maskey-a63,42634,43961,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 7,Ganesh Parajuli,राष्ट्रिय स्वतन्त्र पार्टी,27805,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340951.jpg,ganesh-parajuli-a64,42696,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 7,Pramod Hari Guragai,नेपाली काँग्रेस,3982,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341689.jpg,pramod-hari-guragai-a64,42696,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 7,Basanta Prasad Manandhar,नेपाली कम्युनिष्ट पार्टी,3667,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341092.jpg,basanta-prasad-manandhar-a64,42696,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 8,Biraj Bhakta Shrestha,राष्ट्रिय स्वतन्त्र पार्टी,24592,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340972.jpg,biraj-bhakta-shrestha-a65,27305,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 8,Suman Sayami,नेपाली कम्युनिष्ट पार्टी,3217,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340369.jpg,suman-sayami-a65,27305,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 8,Sapna Rajbhandari,नेपाली काँग्रेस,2835,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341100.jpg,sapna-rajbhandari-a65,27305,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 9,Dol Prasad Aryal,राष्ट्रिय स्वतन्त्र पार्टी,35093,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340686.jpg,dol-prasad-aryal-a66,50670,52306,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 9,Nanu Maiya Bastola,नेपाली काँग्रेस,5460,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342487.jpg,nanu-maiya-bastola-a66,50670,52306,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 9,Ajay Kranti Shakya,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),4580,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339778.jpg,ajay-kranti-shakya-a66,50670,52306,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 10,Pradeep Bista,राष्ट्रिय स्वतन्त्र पार्टी,37469,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340506.jpg,pradeep-bista-a67,58058,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 10,Himal Karki,नेपाली काँग्रेस,8100,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341965.jpg,himal-karki-a67,58058,0,RESULT_ANNOUNCED
Bagmati Province,Kathmandu,Area 10,Binod Shrestha,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),4864,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340054.jpg,binod-shrestha-a67,58058,0,RESULT_ANNOUNCED
Bagmati Province,Bhaktapur,Area 1,Rukesh Ranjit,राष्ट्रिय स्वतन्त्र पार्टी,33436,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339461.jpg,rukesh-ranjit-a68,74967,0,RESULT_ANNOUNCED
Bagmati Province,Bhaktapur,Area 1,Prem Suwal,नेपाल मजदुर किसान पार्टी,28147,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339896.jpg,prem-suwal-a68,74967,0,RESULT_ANNOUNCED
Bagmati Province,Bhaktapur,Area 1,Kiran Neupane,नेपाली काँग्रेस,4282,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340847.jpg,kiran-neupane-a68,74967,0,RESULT_ANNOUNCED
Bagmati Province,Bhaktapur,Area 2,Rajeev Khatri,राष्ट्रिय स्वतन्त्र पार्टी,42334,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340060.jpg,rajeev-khatri-a69,69772,0,RESULT_ANNOUNCED
Bagmati Province,Bhaktapur,Area 2,Mahesh Basnet,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),10996,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339487.jpg,mahesh-basnet-a69,69772,0,RESULT_ANNOUNCED
Bagmati Province,Bhaktapur,Area 2,Kabir Rana,नेपाली काँग्रेस,8401,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341495.jpg,kabir-rana-a69,69772,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 1,Buddha Ratna Maharjan,राष्ट्रिय स्वतन्त्र पार्टी,23373,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341868.jpg,buddha-ratna-maharjan-a70,49596,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 1,Uday Shansher J. B. Rana,नेपाली काँग्रेस,13520,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341966.jpg,uday-shansher-j-b-rana-a70,49596,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 1,Chet Nath Sanjel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),6546,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340092.jpg,chet-nath-sanjel-a70,49596,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 2,Jagdish Kharel,राष्ट्रिय स्वतन्त्र पार्टी,39491,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340217.jpg,jagdish-kharel-a71,61313,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 2,Prem Krishna Maharjan,नेपाली काँग्रेस,7420,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341171.jpg,prem-krishna-maharjan-a71,61313,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 2,Raja Rama Tandukar,उज्यालो नेपाल पार्टी,5547,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340026.jpg,raja-rama-tandukar-a71,61313,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 3,Tosima Karki,राष्ट्रिय स्वतन्त्र पार्टी,43096,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341547.jpg,tosima-karki-a72,67018,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 3,Jitendra Kumar Shrestha,नेपाली काँग्रेस,9045,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342051.jpg,jitendra-kumar-shrestha-a72,67018,0,RESULT_ANNOUNCED
Bagmati Province,Lalitpur,Area 3,Raj Kazi Maharjan,नेपाली कम्युनिष्ट पार्टी,6022,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341869.jpg,raj-kazi-maharjan-a72,67018,0,RESULT_ANNOUNCED
Bagmati Province,Kavrepalanchowk,Area 1,Madhu Kumar Chaulagai,राष्ट्रिय स्वतन्त्र पार्टी,29618,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341324.jpg,madhu-kumar-chaulagai-a73,86124,0,RESULT_ANNOUNCED
Bagmati Province,Kavrepalanchowk,Area 1,Gunaraj Muktan,नेपाली काँग्रेस,19166,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340501.jpg,gunaraj-muktan-a73,86124,0,RESULT_ANNOUNCED
Bagmati Province,Kavrepalanchowk,Area 1,Din Nath Gautam,नेपाली कम्युनिष्ट पार्टी,14184,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341073.jpg,din-nath-gautam-a73,86124,0,RESULT_ANNOUNCED
Bagmati Province,Kavrepalanchowk,Area 2,Badan Kumar Bhandari,राष्ट्रिय स्वतन्त्र पार्टी,53344,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339525.jpg,badan-kumar-bhandari-a74,99580,0,RESULT_ANNOUNCED
Bagmati Province,Kavrepalanchowk,Area 2,Madhu Prasad Acharya,नेपाली काँग्रेस,17868,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340524.jpg,madhu-prasad-acharya-a74,99580,0,RESULT_ANNOUNCED
Bagmati Province,Kavrepalanchowk,Area 2,Ashok Kumar Byanju Shrestha,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),13940,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339988.jpg,ashok-kumar-byanju-shrestha-a74,99580,0,RESULT_ANNOUNCED
Bagmati Province,Sindhupalchowk,Area 1,Bharat Prasad Parajuli,राष्ट्रिय स्वतन्त्र पार्टी,24412,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341908.jpg,bharat-prasad-parajuli-a75,69088,0,RESULT_ANNOUNCED
Bagmati Province,Sindhupalchowk,Area 1,Madhav Sapkota,नेपाली कम्युनिष्ट पार्टी,17327,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340875.jpg,madhav-sapkota-a75,69088,0,RESULT_ANNOUNCED
Bagmati Province,Sindhupalchowk,Area 1,Saresh Nepal,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11961,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341791.jpg,saresh-nepal-a75,69088,0,RESULT_ANNOUNCED
Bagmati Province,Sindhupalchowk,Area 2,Yubraj Dulal,नेपाली कम्युनिष्ट पार्टी,21699,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340921.jpg,yubraj-dulal-a76,74385,0,RESULT_ANNOUNCED
Bagmati Province,Sindhupalchowk,Area 2,Vanshlal Tamang,नेपाली काँग्रेस,19146,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342079.jpg,vanshlal-tamang-a76,74385,0,RESULT_ANNOUNCED
Bagmati Province,Sindhupalchowk,Area 2,Sher Bahadur Tamang,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15926,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341470.jpg,sher-bahadur-tamang-a76,74385,0,RESULT_ANNOUNCED
Bagmati Province,Makwanpur,Area 1,Prakash Gautam,राष्ट्रिय स्वतन्त्र पार्टी,36033,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339633.jpg,prakash-gautam-a77,90725,0,RESULT_ANNOUNCED
